poiId,frontImg,title,avgScore,allCommentNum,address,avgPrice
51462611,https://img.meituan.net/600.600/msmerchant/7d257294fe2a169a9f9d1f25c2a13e2a140422.jpg,三秦香陕西面馆,3.9,45,南山区南头街道一甲海边新村3210号,21
97451730,http://p1.meituan.net/600.600/mogu/b6c78a8aa9ff9eb8d61c31a1f970aac874389.jpg,顺盈肠粉,4,20,南山区桃园路田厦国际中心1楼（汉堡王旁）,27
195024132,https://img.meituan.net/600.600/msmerchant/5be79cd2110f6551f70cdd86a4b45925639908.jpg,邂逅吉兆居酒屋（大新店）,4,17,南山区前海路大新前海商业中心二楼肯德基旁,87
193756483,https://img.meituan.net/600.600/msmerchant/883047945244690f80ab8de6ca7dd02b380148.jpg,乌兰烧烤烤羊腿（南头店）,4,11,南山区南头街1956数字文化创意园内（大新小学对面）3A栋101号,88
195126098,https://img.meituan.net/600.600/msmerchant/7f94f5b0db7105aa4be650b98613840c1621469.jpg,润心糖水铺子,4.2,5,南山区宝龙路18-21号,17
118097121,http://p0.meituan.net/600.600/shopmainpic/ca20fa6208e4cd90821182e033c179c12353266.jpg,Beryl's 倍乐思,4,12,南山区艺园路与正云路交汇处缤纷年华家园裙楼A12号铺,0
170548908,https://img.meituan.net/600.600/msmerchant/281bf76e47667baac7b7eca577b6a4aa44226.jpg,伐工社烧烤屋,4,2,南山区虹步路1号,74
165276684,http://p0.meituan.net/600.600/mogu/3d121bd72ad5b923f4974d5a1489fb9427843.jpg,至尊比萨（南头店）,4,7,南山区南头街道宝龙路麒麟新村A栋6号铺,39
187938229,https://img.meituan.net/600.600/msmerchant/0830bc47f58f107b4b35631cdf9c630a58519.jpg,嫩绿NenlüTea（桃园店）,4,2,南山区桃园路8-36号田厦金牛广场1楼107号,39
184282133,https://img.meituan.net/600.600/msmerchant/d618432d745344f978777017b64f6cd541400.jpg,星空咖啡,4,1,南山区前海路3101号星海名城1期3组团6栋1C（工商银行旁，星海小厨进来第一家/大新地铁B出口）,37
194605364,http://p0.meituan.net/600.600/bbia/9f6d1e88f38892e123b6fbe3b8977f8f144521.png,阿甘锅盔（桃园店）,4,4,南山区桃园路金牛广场负二楼西A2第一间,14
1143850831,https://img.meituan.net/600.600/msmerchant/a760e5b4f9f5bc94d94aeae3c87e7c76123615.jpg,小麦居·面道·酒叙,4,16,南山区南口街4号-101,22
587034689,https://img.meituan.net/600.600/msmerchant/75c267d3713e26d7cb99dcefc65e2a016149390.jpg,DOT 圆点亲子餐厅,4,4,南山区南头街1956数字文化创意园3b栋201号,111
194053423,https://img.meituan.net/600.600/msmerchant/1edd7813ef73472006c504d319e4edd2894386.jpg,The Flowers Coffee（南山店）,4,0,南山区月亮湾大道3008号荷兰花卉小镇E区38号,39
1781409,https://img.meituan.net/600.600/msmerchant/1f4be9598f53738296bad8e9b0feabc014851.png,肯德基（大新店）,4,0,南山区桃园路与前海路交汇处大新村，大新前海商业中心1-2F,29
610880,https://img.meituan.net/600.600/msmerchant/a56c4d4082a7b662f19c4b9a6eb56c622342599.jpg,必胜客（金鸡店）,4,0,南山区南新路3030号欢乐颂购物中心首层,65
195901222,https://img.meituan.net/600.600/msmerchant/7042c443ad0ec2c032e02e57568e6e48409771.png,川味豆当家火锅（南山店）,4,0,南山区一甲东街1956创意园3栋102,73
75284811,https://img.meituan.net/600.600/msmerchant/e3ff88dc9d9b9b5b57ce078ff2884bbb239976.jpg,西贝莜面村（欢乐颂店）,3.9,295,南山区南新路3030号华润欢乐颂购物中心2层303号,70
3291182,http://p0.meituan.net/600.600/mogu/da74d23abe4ded09fc397499e4f70083123340.png,佳田生日蛋糕（大新地铁店）,3.9,582,南山区罗宝线地铁大新店C出口,10
2458661,http://p0.meituan.net/600.600/poi/924cf315de984ba6e81a491c8de159e7172032.jpg,洞庭石锅鱼（马家龙店）,3.9,255,南山区马家龙艺园路104号（原洞庭情）,62
113460129,http://p1.meituan.net/600.600/mogu/7ada26c4bac8cc1471138f28ab7bce50115690.jpg,仙庙烧鸡（南山总店）,3.9,124,南山区南头街旺海怡苑首层100-11号,54
157090103,http://p0.meituan.net/600.600/bbia/e4f283a0c2a1e4c7cca4c8a1f7e103de320271.jpg,LoveCake御蝶轩生日蛋糕（南头店）,3.7,260,南山区常兴路常兴苑D5栋166号,68
90047055,http://p0.meituan.net/600.600/bbia/8339ffc9870215aac10e0d4a9d6574c144562.jpg,吉野家（欢乐颂店）,3.9,76,南山区南新路3020号欢乐颂购物中心1层G12号商铺,25
65136228,https://img.meituan.net/600.600/msmerchant/bba6850d796562d6488c36c0330a58c71069905.jpg,汉堡王（深圳桃园路店）,3.9,0,南山区桃园路田厦金牛广场A座-1和101号商铺,33
1573997,https://img.meituan.net/600.600/msmerchant/dae9973d8fbc8f52db323ae678c23f3549334.jpg,85度C（常兴店）,3.9,0,南山区桃园路86号常兴广场南山天虹1楼西侧20号铺（近常兴路）,25
40078117,http://p0.meituan.net/600.600/deal/92cfd75f7267abfbba75b573a63d2105310396.jpg,东方宫·中国兰州牛肉拉面（桃园店）,3.8,4427,南山区桃园路与南光路交叉口西北侧田厦金牛广场A座底商（中潜潜水世界楼下）,20
596298,https://img.meituan.net/600.600/msmerchant/f8a10218fc1b5f441e302d5a351729e8496732.jpg,国兰酒楼,3.7,220,南山区深南大道10188号新豪方大厦2楼（近荔香公园）,50
